category,start_time,end_time,duration_s,lat,lon,depth_min_m,depth_max_m,sv_sum,sv_max,sv_max_db,n_hits
individual_fish,2026-06-12 07:42:45,2026-06-12 07:42:45,1,55.74572,12.71235,5.2,5.2,7.2088,7.2088,8.578629766816606,1
individual_fish,2026-06-12 07:43:21,2026-06-12 07:43:23,3,55.74486714285714,12.710777142857141,8.2,9.2,3482.5076999999997,2884.2017,34.60025628493291,7
individual_fish,2026-06-12 07:44:07,2026-06-12 07:44:08,2,55.743829999999996,12.708825000000001,8.2,8.8,1297.4691,741.5188,28.701221663323807,4
individual_fish,2026-06-12 07:44:31,2026-06-12 07:44:33,3,55.743278333333336,12.707753333333335,7.8,8.8,343.5942,130.4541,21.15457732952487,6
individual_fish,2026-06-12 07:45:58,2026-06-12 07:45:59,2,55.741279999999996,12.704136666666665,8.8,9.2,221.05469999999997,119.0152,20.756024307586376,3
individual_fish,2026-06-12 07:46:32,2026-06-12 07:46:33,2,55.740520000000004,12.70265,8.2,9.2,6370.805,4856.6436,36.863362343701965,6
individual_fish,2026-06-12 07:46:44,2026-06-12 07:46:46,3,55.74024000000001,12.702102857142858,8.2,9.2,6446.4981,5694.7925,37.554779044033985,7
individual_fish,2026-06-12 07:46:54,2026-06-12 07:46:55,2,55.74004,12.70171,7.8,8.8,245.40709999999999,162.2635,22.102208394114204,5
individual_fish,2026-06-12 07:47:22,2026-06-12 07:47:24,3,55.739411999999994,12.700455999999999,8.8,9.2,1570.6851,1247.6525,30.960936411577116,5
individual_fish,2026-06-12 07:47:32,2026-06-12 07:47:33,2,55.739178,12.700052000000001,7.2,8.2,1734.4862,1488.8104,31.728393938726004,5
individual_fish,2026-06-12 07:47:54,2026-06-12 07:47:55,2,55.738675,12.699129999999998,8.8,9.2,707.7756,453.601,26.566740033231287,4
individual_fish,2026-06-12 07:48:11,2026-06-12 07:48:22,12,55.73817384615384,12.698182692307691,7.8,9.2,3235.8063,458.8063,26.616293726914165,26
individual_fish,2026-06-12 07:48:28,2026-06-12 07:48:29,2,55.7379,12.69771,8.8,9.2,357.0883,247.8635,23.942125779348874,3
individual_fish,2026-06-12 07:48:34,2026-06-12 07:48:37,4,55.737743333333334,12.697405555555555,7.8,8.8,2220.0938,1211.6432,30.83374749298613,9
individual_fish,2026-06-12 07:49:09,2026-06-12 07:49:10,2,55.736956666666664,12.695913333333335,8.8,9.2,322.2662,281.2484,24.49090060459339,3
individual_fish,2026-06-12 07:49:24,2026-06-12 07:49:25,2,55.73665333333333,12.695306666666667,8.8,9.2,60.9036,36.0158,15.564930659744826,3
individual_fish,2026-06-12 07:49:28,2026-06-12 07:49:29,2,55.736540000000005,12.695079999999999,8.8,9.2,696.8423,545.9782,27.371753023957336,4
individual_fish,2026-06-12 07:49:33,2026-06-12 07:49:34,2,55.73642,12.69487,7.2,7.8,74.2167,37.7795,15.772562058706775,4
school,2026-06-12 07:49:36,2026-06-12 07:50:07,32,55.735997058823514,12.694121323529409,7.8,9.2,4238.0028,1604.4586,32.05328515433694,68
individual_fish,2026-06-12 07:49:46,2026-06-12 07:49:47,2,55.736115,12.694335,8.2,8.8,463.9748000000001,263.5208,24.208149002647282,4
individual_fish,2026-06-12 07:49:50,2026-06-12 07:49:51,2,55.73602333333333,12.694173333333334,8.8,9.2,331.0039,238.041,23.76651766049023,3
individual_fish,2026-06-12 07:49:57,2026-06-12 07:49:58,2,55.735855,12.693874999999998,7.8,8.2,1675.3515,1604.4586,32.05328515433694,4
individual_fish,2026-06-12 07:50:03,2026-06-12 07:50:04,2,55.73572,12.69362,8.2,8.8,1594.8653000000002,612.2859,27.86954258418744,4
school,2026-06-12 07:50:09,2026-06-12 07:50:10,2,55.73561333333333,12.693426666666667,8.8,9.2,1.8555000000000001,1.1997,0.7907265885318409,3
school,2026-06-12 07:50:12,2026-06-12 07:50:24,13,55.73539076923077,12.693,7.8,9.2,2627.3329,1051.8506,30.219540590161408,26
individual_fish,2026-06-12 07:50:13,2026-06-12 07:50:14,2,55.73551666666666,12.69323,7.8,8.2,68.9589,52.2997,17.18499197687193,3
school,2026-06-12 07:50:26,2026-06-12 07:50:39,14,55.73505909090909,12.692432727272728,8.8,9.2,79.62890000000002,13.8468,11.413494193994078,22
individual_fish,2026-06-12 07:50:41,2026-06-12 07:50:42,2,55.734849999999994,12.692055,8.8,8.8,108.6957,63.0895,17.999570855276918,2
school,2026-06-12 07:50:41,2026-06-12 07:50:48,8,55.73479071428572,12.691946428571427,8.8,9.8,593.3946,287.1844,24.581608451178777,14
individual_fish,2026-06-12 07:50:44,2026-06-12 07:50:45,2,55.734775,12.69192,8.8,9.2,437.8446,276.3607,24.414762840471443,4
school,2026-06-12 07:50:50,2026-06-12 07:51:06,17,55.73447647058823,12.691367647058822,8.8,9.8,500.04249999999996,79.019,18.977315293035403,34
school,2026-06-12 07:51:08,2026-06-12 07:51:27,20,55.73398577777779,12.69048377777778,8.2,9.8,3515.8077999999996,1074.5104,30.31210623308852,45
school,2026-06-12 07:51:29,2026-06-12 07:51:46,18,55.73355180000001,12.6896944,8.2,9.8,4342.2279,874.009,29.415159047513512,50
individual_fish,2026-06-12 07:51:38,2026-06-12 07:51:39,2,55.73355,12.689679999999997,8.8,9.8,268.0442,115.9061,20.641062929664116,6
school,2026-06-12 07:51:49,2026-06-12 07:51:51,3,55.733268333333335,12.689196666666666,8.8,9.8,9.4938,6.7655,8.302998983788287,6
school,2026-06-12 07:51:53,2026-06-12 07:51:59,7,55.733130714285714,12.688939285714286,8.8,9.8,660.9323,416.649,26.197703438119717,14
individual_fish,2026-06-12 07:51:56,2026-06-12 07:51:57,2,55.733112000000006,12.688909999999998,8.8,9.8,505.44179999999994,416.649,26.197703438119717,5
school,2026-06-12 07:52:03,2026-06-12 07:52:07,5,55.7329411111111,12.688547777777778,8.8,9.8,882.4042999999999,426.1302,26.295423138967347,9
individual_fish,2026-06-12 07:52:03,2026-06-12 07:52:04,2,55.73296500000001,12.688595,8.8,9.2,843.712,426.1301,26.295422119808105,4
school,2026-06-12 07:52:09,2026-06-12 07:52:12,4,55.732806666666676,12.688266666666665,8.2,9.8,4987.1273,3704.9768,35.68785492838012,12
school,2026-06-12 07:52:14,2026-06-12 07:54:43,150,55.73103924390244,12.684950073170732,6.2,10.2,13715.401,3912.1797,35.924187952275226,410
individual_fish,2026-06-12 07:52:22,2026-06-12 07:52:23,2,55.73255333333333,12.687756666666667,8.8,9.2,502.2037,387.3069,25.880552341542522,3
individual_fish,2026-06-12 07:52:34,2026-06-12 07:52:35,2,55.732275,12.687280000000001,8.2,8.8,320.6466,159.2823,22.02167518177669,4
individual_fish,2026-06-12 07:52:57,2026-06-12 07:52:57,1,55.73174,12.68631,8.2,8.2,38.9395,38.9395,15.903903706910732,1
individual_fish,2026-06-12 07:53:01,2026-06-12 07:53:04,4,55.73162555555555,12.68608222222222,8.2,9.8,2478.2401,1550.0963,31.903586796280095,9
individual_fish,2026-06-12 07:53:10,2026-06-12 07:53:12,3,55.73143285714285,12.685702857142857,8.2,9.2,4384.2855,3912.1626,35.92416896937455,7
individual_fish,2026-06-12 07:53:17,2026-06-12 07:53:18,2,55.73132,12.685465,9.8,9.8,405.5273,404.3231,26.06728554383251,2
individual_fish,2026-06-12 07:53:28,2026-06-12 07:53:29,2,55.73105,12.684953333333333,8.2,8.8,209.2422,200.1996,23.0146320542119,3
individual_fish,2026-06-12 07:53:53,2026-06-12 07:53:54,2,55.730466666666665,12.683876666666668,6.8,7.2,7.9846,4.6169,6.643504680277454,3
individual_fish,2026-06-12 07:53:56,2026-06-12 07:53:56,1,55.73041,12.68378,6.2,6.2,12.383,12.383,10.928258729239799,1
individual_fish,2026-06-12 07:54:22,2026-06-12 07:54:23,2,55.729825,12.682640000000001,9.2,10.2,1116.6911,354.6377,25.49784901686982,6
school,2026-06-12 07:54:45,2026-06-12 07:54:47,3,55.729293333333324,12.681669999999999,8.8,9.8,14.0062,9.3986,9.730631666255848,6
school,2026-06-12 07:54:49,2026-06-12 07:55:10,22,55.72897708333333,12.681037499999997,8.8,9.8,1688.1218,541.5418,27.336319841538007,48
individual_fish,2026-06-12 07:54:54,2026-06-12 07:54:57,4,55.729061428571434,12.681215714285713,9.2,9.8,1570.7215999999999,537.7938,27.30615791116534,7
school,2026-06-12 07:55:12,2026-06-12 07:59:55,284,55.72585247658689,12.675177003121748,5.8,11.2,22332.7251,7244.1851,38.59989538671504,961
individual_fish,2026-06-12 07:55:22,2026-06-12 07:55:23,2,55.728480000000005,12.679969999999999,8.2,8.8,127.7098,59.7271,17.76171428449183,4
individual_fish,2026-06-12 07:56:42,2026-06-12 07:56:43,2,55.726683333333334,12.676483333333335,9.2,9.8,269.4549,217.5204,23.374999932077678,3
individual_fish,2026-06-12 07:56:49,2026-06-12 07:56:50,2,55.72654,12.67616,9.2,9.8,1015.2453,524.5181,27.1976047936369,4
individual_fish,2026-06-12 07:56:58,2026-06-12 07:56:59,2,55.726358000000005,12.675852,8.8,9.8,1883.397,1134.5364,30.548184341703113,5
individual_fish,2026-06-12 07:58:16,2026-06-12 07:58:17,2,55.72503666666666,12.67357,9.8,10.2,188.5747,145.9136,21.640957725630173,3
individual_fish,2026-06-12 07:58:59,2026-06-12 07:59:00,2,55.72445,12.673263333333333,5.8,6.2,164.97820000000002,155.2698,21.910869935986618,3
individual_fish,2026-06-12 07:59:19,2026-06-12 07:59:21,3,55.72469000000001,12.673543333333335,9.2,10.2,441.24559999999997,289.6833,24.619234592117,6
individual_fish,2026-06-12 07:59:34,2026-06-12 07:59:35,2,55.724965000000005,12.673445000000001,8.8,9.8,244.6479,87.6294,19.426498380816497,6
individual_fish,2026-06-12 07:59:51,2026-06-12 07:59:51,1,55.72532,12.67356,7.2,7.2,29.2894,29.2894,14.667104751517893,1
individual_fish,2026-06-12 08:00:00,2026-06-12 08:00:00,1,55.72543,12.67369,7.8,8.2,4.0198,3.4964,5.436211115640331,2
school,2026-06-12 08:00:00,2026-06-12 08:00:00,1,55.72543,12.67369,7.8,8.2,4.0198,3.4964,5.436211115640331,2
school,2026-06-12 08:00:10,2026-06-12 08:00:19,10,55.72551625,12.673789166666666,5.2,11.2,9473.958,2956.5996,34.70792513810959,24
individual_fish,2026-06-12 08:00:10,2026-06-12 08:00:14,5,55.725505,12.673773749999999,5.2,10.2,291.67,153.9129,21.87275021157218,8
individual_fish,2026-06-12 08:00:17,2026-06-12 08:00:19,3,55.725525,12.67381,6.8,11.2,11.7087,4.5082,6.540031746699131,4
individual_fish,2026-06-12 08:00:33,2026-06-12 08:00:34,2,55.72558333333333,12.673873333333333,9.2,11.2,4.0985000000000005,2.5524,4.069487359503538,3
school,2026-06-12 08:00:33,2026-06-12 08:00:34,2,55.72558333333333,12.673873333333333,9.2,11.2,4.0985000000000005,2.5524,4.069487359503538,3
school,2026-06-12 08:00:38,2026-06-12 08:00:41,4,55.7256088888889,12.673908888888889,4.2,11.2,145.2934,61.5117,17.889577297943042,9
individual_fish,2026-06-12 08:00:39,2026-06-12 08:00:41,3,55.725609999999996,12.67391,4.8,11.2,3.1157,2.4023,3.8062724128878855,3
individual_fish,2026-06-12 08:00:43,2026-06-12 08:00:43,1,55.72562,12.67392,11.2,11.2,9.2968,9.2968,9.683334881784074,1
school,2026-06-12 08:00:43,2026-06-12 08:00:43,1,55.72562,12.67392,11.2,11.2,9.2968,9.2968,9.683334881784074,1
school,2026-06-12 08:00:46,2026-06-12 08:00:46,1,55.72562,12.67393,11.2,11.2,5.8661,5.8661,7.6834946216959565,1
individual_fish,2026-06-12 08:00:46,2026-06-12 08:00:46,1,55.72562,12.67393,11.2,11.2,5.8661,5.8661,7.6834946216959565,1
individual_fish,2026-06-12 08:00:49,2026-06-12 08:00:50,2,55.72564,12.67394,11.2,11.2,12.838899999999999,7.0653,8.491306071723258,2
school,2026-06-12 08:00:49,2026-06-12 08:00:50,2,55.72564,12.67394,11.2,11.2,12.838899999999999,7.0653,8.491306071723258,2
individual_fish,2026-06-12 08:00:53,2026-06-12 08:00:53,1,55.72565,12.67395,11.2,11.2,2.978,2.978,4.739246934161574,1
school,2026-06-12 08:00:53,2026-06-12 08:00:53,1,55.72565,12.67395,11.2,11.2,2.978,2.978,4.739246934161574,1
school,2026-06-12 08:00:59,2026-06-12 08:00:59,1,55.72567,12.67395,7.2,7.2,1.3273,1.3273,1.22969094393747,1
individual_fish,2026-06-12 08:00:59,2026-06-12 08:00:59,1,55.72567,12.67395,7.2,7.2,1.3273,1.3273,1.22969094393747,1
individual_fish,2026-06-12 08:01:08,2026-06-12 08:01:08,1,55.72569,12.67397,7.2,11.2,4.4835,2.7528,4.397746596128737,2
school,2026-06-12 08:01:08,2026-06-12 08:01:08,1,55.72569,12.67397,7.2,11.2,4.4835,2.7528,4.397746596128737,2
individual_fish,2026-06-12 08:01:20,2026-06-12 08:01:20,1,55.72572,12.67403,8.2,8.2,0.3026,0.3026,-5.191310763128322,1
school,2026-06-12 08:01:20,2026-06-12 08:01:20,1,55.72572,12.67403,8.2,8.2,0.3026,0.3026,-5.191310763128322,1
individual_fish,2026-06-12 08:01:26,2026-06-12 08:01:26,1,55.72573,12.67409,9.8,9.8,3.5835,3.5835,5.54307408805559,1
school,2026-06-12 08:01:26,2026-06-12 08:01:26,1,55.72573,12.67409,9.8,9.8,3.5835,3.5835,5.54307408805559,1
school,2026-06-12 08:01:28,2026-06-12 08:01:30,3,55.725722499999996,12.674115,9.2,10.8,48.57860000000001,21.9232,13.409039458392893,4
individual_fish,2026-06-12 08:01:28,2026-06-12 08:01:30,3,55.725722499999996,12.674115,9.2,10.8,48.5786,21.9232,13.409039458392893,4
individual_fish,2026-06-12 08:01:32,2026-06-12 08:01:33,2,55.72572,12.674145999999999,7.2,11.2,17.6049,8.7449,9.417548475829626,5
school,2026-06-12 08:01:32,2026-06-12 08:01:33,2,55.72572,12.674145999999999,7.2,11.2,17.6049,8.7449,9.417548475829626,5
individual_fish,2026-06-12 08:01:36,2026-06-12 08:01:37,2,55.7257,12.674175,7.8,10.2,2.625,1.6023,2.0474383268879977,2
school,2026-06-12 08:01:36,2026-06-12 08:01:37,2,55.7257,12.674175,7.8,10.2,2.625,1.6023,2.0474383268879977,2
